"";"obcina";"leto";"spol";"stevilo.umrlih"
"4588";"Žetale";"2011";"Z";6
"4589";"Žetale";"2012";"M";9
"4590";"Žetale";"2012";"Z";11
"4591";"Žetale";"2013";"M";7
"4592";"Žetale";"2013";"Z";10
"4593";"Žetale";"2014";"M";13
"4594";"Žetale";"2014";"Z";7
"4595";"Žetale";"2015";"M";5
"4596";"Žetale";"2015";"Z";10
"4597";"Žetale";"2016";"M";6
"4598";"Žetale";"2016";"Z";10
"4599";"Žetale";"2017";"M";6
"4600";"Žetale";"2017";"Z";10
"4601";"Žetale";"2018";"M";4
"4602";"Žetale";"2018";"Z";6
"4603";"Žetale";"2019";"M";5
"4604";"Žetale";"2019";"Z";5
"4605";"Žetale";"2020";"M";7
"4606";"Žetale";"2020";"Z";10
"4607";"Žiri";"2010";"M";21
"4608";"Žiri";"2010";"Z";16
"4609";"Žiri";"2011";"M";30
"4610";"Žiri";"2011";"Z";22
"4611";"Žiri";"2012";"M";19
"4612";"Žiri";"2012";"Z";19
"4613";"Žiri";"2013";"M";20
"4614";"Žiri";"2013";"Z";18
"4615";"Žiri";"2014";"M";16
"4616";"Žiri";"2014";"Z";15
"4617";"Žiri";"2015";"M";13
"4618";"Žiri";"2015";"Z";16
"4619";"Žiri";"2016";"M";27
"4620";"Žiri";"2016";"Z";23
"4621";"Žiri";"2017";"M";22
"4622";"Žiri";"2017";"Z";14
"4623";"Žiri";"2018";"M";18
"4624";"Žiri";"2018";"Z";13
"4625";"Žiri";"2019";"M";18
"4626";"Žiri";"2019";"Z";17
"4627";"Žiri";"2020";"M";14
"4628";"Žiri";"2020";"Z";15
"4629";"Žirovnica";"2010";"M";15
"4630";"Žirovnica";"2010";"Z";10
"4631";"Žirovnica";"2011";"M";21
"4632";"Žirovnica";"2011";"Z";11
"4633";"Žirovnica";"2012";"M";20
"4634";"Žirovnica";"2012";"Z";12
"4635";"Žirovnica";"2013";"M";13
"4636";"Žirovnica";"2013";"Z";19
"4637";"Žirovnica";"2014";"M";19
"4638";"Žirovnica";"2014";"Z";18
"4639";"Žirovnica";"2015";"M";19
"4640";"Žirovnica";"2015";"Z";16
"4641";"Žirovnica";"2016";"M";16
"4642";"Žirovnica";"2016";"Z";13
"4643";"Žirovnica";"2017";"M";15
"4644";"Žirovnica";"2017";"Z";16
"4645";"Žirovnica";"2018";"M";23
"4646";"Žirovnica";"2018";"Z";18
"4647";"Žirovnica";"2019";"M";16
"4648";"Žirovnica";"2019";"Z";14
"4649";"Žirovnica";"2020";"M";29
"4650";"Žirovnica";"2020";"Z";25
"4651";"Žužemberk";"2010";"M";22
"4652";"Žužemberk";"2010";"Z";16
"4653";"Žužemberk";"2011";"M";20
"4654";"Žužemberk";"2011";"Z";27
"4655";"Žužemberk";"2012";"M";26
"4656";"Žužemberk";"2012";"Z";15
"4657";"Žužemberk";"2013";"M";28
"4658";"Žužemberk";"2013";"Z";18
"4659";"Žužemberk";"2014";"M";22
"4660";"Žužemberk";"2014";"Z";16
"4661";"Žužemberk";"2015";"M";19
"4662";"Žužemberk";"2015";"Z";18
"4663";"Žužemberk";"2016";"M";21
"4664";"Žužemberk";"2016";"Z";20
"4665";"Žužemberk";"2017";"M";19
"4666";"Žužemberk";"2017";"Z";18
"4667";"Žužemberk";"2018";"M";23
"4668";"Žužemberk";"2018";"Z";9
"4669";"Žužemberk";"2019";"M";30
"4670";"Žužemberk";"2019";"Z";16
"4671";"Žužemberk";"2020";"M";15
"4672";"Žužemberk";"2020";"Z";25
